CUSTOMERRECORD|E/S00000726|GM55832348|GM55832348 M057 1|20260401|WIFI SCOTLAND LLP|W Shaw|Taigh Na Siach|AB38 9RN|1|1|Openreach||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PRODUCTCHARGE|Local End A-(M) DF1AL Single Fibre (1Y)||DFGB88516330|Rental||20260401|20260430||IV30 1AG|OR014-1217044709882|CalcotsDFA|||1|4537|4537|1|||||||||||||||||9.1.1 Dark Fibre|Dark Fibre 1 Access Link - Single Fibre|||260|HIGH STREET||ELGIN|MORAYSHIRE||EN||ELGIN TE|1|MUA|MUA||||||||||ETHDFXXX00009M||||||||||||
PRODUCTCHARGE|Local End B-(M) DF1AL Single Fibre (1Y)||DFGB88516330|Rental||20260401|20260430||IV30 8BW|OR014-1217044709882|CalcotsDFA|||1|4537|4537|1|||||||||||||||||9.1.1 Dark Fibre|Dark Fibre 1 Access Link - Single Fibre||||CALCOTS ROAD||ELGIN|||EN||ELGIN TE|Ground|Comms|MUA||||||||||ETHDFXXX00009M||||||||||||
PRODUCTCHARGE|Main Link-(M) DF1AL Single Fibre (1Y)||DFGB88516330|Rental||20260401|20260430|||OR014-1217044709882|CalcotsDFA|||2003|1|2203|1|||||||||||||||||9.1.1 Dark Fibre|Main link per metre or part thereof - Single Fibre||||||||||||||||||||||||ETHDFXXX00002M||||||||||||
PRODUCTCHARGE|Termination Equipment-(M) DF Customer End||DFPP301131|Rental||20260401|20260430|||052068|Clarus|||1|196|196|1|||||||||||||||||9.1|Termination Equipment - Customer Premises|||260|HIGH STREET||ELGIN|MORAYSHIRE|||||||||||||||||ETHDFXXX00006M||||||||||||
PRODUCTCHARGE|Termination Equipment-(M) DF Exchange End||DFPP301419|Rental||20260401|20260430|||304708|LossieDFX|||1|878|878|1|||||||||||||||||9.1|Termination Equipment - Exchange|||260|HIGH STREET||ELGIN|MORAYSHIRE|||||||||||||||||ETHDFXXX00005M||||||||||||
PRODUCTCHARGE|Termination Equipment-(M) DF Exchange End||DFPP301837|Rental||20260401|20260430|||941197|BallindallochDFX|||1|878|878|1|||||||||||||||||9.1|Termination Equipment - Exchange|||260|HIGH STREET||ELGIN|MORAYSHIRE|||||||||||||||||ETHDFXXX00005M||||||||||||
PRODUCTCHARGE|Termination Equipment-(M) DF Customer End||DFPP303295|Rental||20260401|20260430|||683364|Coleburn|||1|196|196|1|||||||||||||||||9.1|Termination Equipment - Customer Premises|||260|HIGH STREET||ELGIN|MORAYSHIRE|||||||||||||||||ETHDFXXX00006M||||||||||||
PRODUCTCHARGE|Termination Equipment-(M) DF Customer End||DFPP303563|Rental||20260401|20260430|||553584|TomintoulDFA|||1|196|196|1|||||||||||||||||9.1|Termination Equipment - Customer Premises|||A95|ABERLOUR TO GRANTOWN ON SPEY ROAD|MEML|ABERLOUR|MORAY|||||||||||||||||ETHDFXXX00006M||||||||||||
PRODUCTCHARGE|Termination Equipment-(M) DF Customer End||DFPP303697|Rental||20260401|20260430|||842196|842196|||1|196|196|1|||||||||||||||||9.1|Termination Equipment - Customer Premises|||A95|ABERLOUR TO GRANTOWN ON SPEY ROAD|MEML|ABERLOUR|MORAY|||||||||||||||||ETHDFXXX00006M||||||||||||
PRODUCTCHARGE|Termination Equipment-(M) DF Customer End||DFPP304331|Rental||20260401|20260430|||318482|Alves_DFA|||1|196|196|1|||||||||||||||||9.1|Termination Equipment - Customer Premises||||DUNBAR STREET||LOSSIEMOUTH|MORAYSHIRE|||||||||||||||||ETHDFXXX00006M||||||||||||
PRODUCTCHARGE|Termination Equipment-(M) DF Exchange End||DFPP304367|Rental||20260401|20260430|||397341|397341|||1|878|878|1|||||||||||||||||9.1|Termination Equipment - Exchange|||260|HIGH STREET||ELGIN|MORAYSHIRE|||||||||||||||||ETHDFXXX00005M||||||||||||
PRODUCTCHARGE|Termination Equipment-(M) DF Customer End||DFPP304887|Rental||20260401|20260430|||472450|CalcotsDFA|||1|196|196|1|||||||||||||||||9.1|Termination Equipment - Customer Premises|||260|HIGH STREET||ELGIN|MORAYSHIRE|||||||||||||||||ETHDFXXX00006M||||||||||||
PRODUCTCHARGE|Termination Equipment-(M) DF Customer End||DFPP349221|Rental||20260401|20260430|||819923|HunltyMulbenDFXET|||1|196|196|1|||||||||||||||||9.1|Termination Equipment - Customer Premises||||WEST PARK STREET|HUNTLY|HUNTLY|ABERDEENSHIRE|||||||||||||||||ETHDFXXX00006M||||||||||||
PRODUCTCHARGE|Termination Equipment-(M) DF Exchange End||DFPP349223|Rental||20260401|20260430|||819923|HunltyMulbenDFXET|||1|878|878|1|||||||||||||||||9.1|Termination Equipment - Exchange||||WEST PARK STREET|HUNTLY|HUNTLY|ABERDEENSHIRE|||||||||||||||||ETHDFXXX00005M||||||||||||
PRODUCTCHARGE|Termination Equipment-(M) DF Customer End||DFPP352299|Rental||20260401|20260430|||791621|Findhorn_Sands|||1|196|196|1|||||||||||||||||9.1|Termination Equipment - Customer Premises|||260|HIGH STREET||ELGIN|MORAYSHIRE|||||||||||||||||ETHDFXXX00006M||||||||||||
PRODUCTCHARGE|Termination Equipment-(M) DF Exchange End||DFPP352301|Rental||20260401|20260430|||791621|Findhorn_Sands|||1|878|878|1|||||||||||||||||9.1|Termination Equipment - Exchange|||260|HIGH STREET||ELGIN|MORAYSHIRE|||||||||||||||||ETHDFXXX00005M||||||||||||
PRODUCTCHARGE|Termination Equipment-(M) DF Exchange End||DFPP900001|Rental||20260401|20260430|||052068|Clarus|||1|878|878|1|||||||||||||||||9.1|Termination Equipment - Exchange|||260|HIGH STREET||ELGIN|MORAYSHIRE|||||||||||||||||ETHDFXXX00005M||||||||||||
CIRCUITSUMMARY|DFGB16792965|EN|FZ||17353|20260401||0|30|28162|0|0|28162|0|28162||||||||||||||||||||||||||||||||||||||||||||||||||||||||
CIRCUITSUMMARY|DFGB70667645|BVD|THO||17706|20260401||0|30|28551|0|0|28551|0|28551||||||||||||||||||||||||||||||||||||||||||||||||||||||||
CIRCUITSUMMARY|DFGB70879473|HPJ/EX|TF||21803|20260401||0|30|24281|0|0|24281|0|24281||||||||||||||||||||||||||||||||||||||||||||||||||||||||
CIRCUITSUMMARY|DFGB75479845|HPJ/EX|MVV||20497|20260401||0|30|31621|0|0|31621|0|31621||||||||||||||||||||||||||||||||||||||||||||||||||||||||
CIRCUITSUMMARY|DFGB86624606|EN|LTC||7826|20260401||0|30|17683|0|0|17683|0|17683||||||||||||||||||||||||||||||||||||||||||||||||||||||||
CIRCUITSUMMARY|DFGB86678018|EN|LTC||8497|20260401||0|30|9645|0|0|9645|0|9645||||||||||||||||||||||||||||||||||||||||||||||||||||||||
CIRCUITSUMMARY|DFGB86736826|EN|EN||6754|20260401||0|30|16503|0|0|16503|0|16503||||||||||||||||||||||||||||||||||||||||||||||||||||||||
CIRCUITSUMMARY|DFGB86745916|EN|BVD||26612|20260401||0|30|29571|0|0|29571|0|29571||||||||||||||||||||||||||||||||||||||||||||||||||||||||
CIRCUITSUMMARY|DFGB86860908|BVD|AHU||13148|20260401||0|30|23537|0|0|23537|0|23537||||||||||||||||||||||||||||||||||||||||||||||||||||||||
CIRCUITSUMMARY|DFGB88436516|LTC|AVX||13188|20260401||0|30|32653|0|0|32653|0|32653||||||||||||||||||||||||||||||||||||||||||||||||||||||||
CIRCUITSUMMARY|DFGB88491888|EN|HPJ/EX||38924|20260401||0|30|43114|0|0|43114|0|43114||||||||||||||||||||||||||||||||||||||||||||||||||||||||
CIRCUITSUMMARY|DFGB88516330|EN|EN||2003|20260401||0|30|11277|0|0|11277|0|11277||||||||||||||||||||||||||||||||||||||||||||||||||||||||
BILLSUMMARYRECORD|303434|60686|0|364120|0|303434|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
